área bounding box,ocorrências,%
91975,1,0.0002%
91980,4,0.0007%
91982,1,0.0002%
91988,1,0.0002%
91996,8,0.0015%
91998,1,0.0002%
92000,4,0.0007%
92002,1,0.0002%
92004,11,0.002%
92008,13,0.0024%
92015,2,0.0004%
92016,15,0.0027%
92018,1,0.0002%
92020,5,0.0009%
92035,3,0.0005%
92040,3,0.0005%
92045,1,0.0002%
92048,1,0.0002%
92050,1,0.0002%
92055,3,0.0005%
92056,1,0.0002%
92058,5,0.0009%
92061,1,0.0002%
92062,1,0.0002%
92064,6,0.0011%
92070,2,0.0004%
92082,8,0.0015%
92092,7,0.0013%
92097,4,0.0007%
92100,1,0.0002%
92104,4,0.0007%
92106,2,0.0004%
92112,5,0.0009%
92115,1,0.0002%
92117,2,0.0004%
92120,6,0.0011%
92127,3,0.0005%
92130,2,0.0004%
92133,1,0.0002%
92136,2,0.0004%
92137,1,0.0002%
92140,1,0.0002%
92144,6,0.0011%
92150,2,0.0004%
92157,1,0.0002%
92160,4,0.0007%
92168,1,0.0002%
92169,10,0.0018%
92178,1,0.0002%
92180,3,0.0005%
92185,1,0.0002%
92190,6,0.0011%
92191,1,0.0002%
92192,1,0.0002%
92196,2,0.0004%
92199,1,0.0002%
92200,4,0.0007%
92202,1,0.0002%
92204,1,0.0002%
92207,7,0.0013%
92208,3,0.0005%
92214,2,0.0004%
92220,21,0.0038%
92225,1,0.0002%
92229,12,0.0022%
92230,3,0.0005%
92232,17,0.0031%
92234,7,0.0013%
92235,3,0.0005%
92241,2,0.0004%
92247,1,0.0002%
92250,6,0.0011%
92254,4,0.0007%
92256,1,0.0002%
92259,1,0.0002%
92264,1,0.0002%
92267,1,0.0002%
92268,6,0.0011%
92287,3,0.0005%
92288,4,0.0007%
92300,2,0.0004%
92316,1,0.0002%
92322,1,0.0002%
92332,1,0.0002%
92336,9,0.0016%
92340,10,0.0018%
92345,2,0.0004%
92349,2,0.0004%
92352,1,0.0002%
92364,2,0.0004%
92365,1,0.0002%
92367,1,0.0002%
92368,1,0.0002%
92378,9,0.0016%
92379,1,0.0002%
92389,1,0.0002%
92400,20,0.0036%
92407,1,0.0002%
92412,3,0.0005%
92414,3,0.0005%
92416,2,0.0004%
92418,7,0.0013%
92421,3,0.0005%
92430,4,0.0007%
92432,10,0.0018%
92434,3,0.0005%
92442,16,0.0029%
92444,2,0.0004%
92448,9,0.0016%
92450,11,0.002%
92455,1,0.0002%
92456,1,0.0002%
92460,3,0.0005%
92475,1,0.0002%
92476,4,0.0007%
92480,2,0.0004%
92484,2,0.0004%
92486,1,0.0002%
92493,1,0.0002%
92494,5,0.0009%
92496,4,0.0007%
92501,1,0.0002%
92504,1,0.0002%
92510,1,0.0002%
92516,2,0.0004%
92518,1,0.0002%
92529,1,0.0002%
92535,1,0.0002%
92538,1,0.0002%
92541,6,0.0011%
92544,1,0.0002%
92545,1,0.0002%
92547,1,0.0002%
92555,1,0.0002%
92560,4,0.0007%
92568,3,0.0005%
92574,2,0.0004%
92576,1,0.0002%
92583,1,0.0002%
92584,2,0.0004%
92587,1,0.0002%
92598,4,0.0007%
92599,3,0.0005%
92600,3,0.0005%
92610,5,0.0009%
92612,2,0.0004%
92616,1,0.0002%
92620,2,0.0004%
92622,1,0.0002%
92625,4,0.0007%
92628,1,0.0002%
92629,10,0.0018%
92631,3,0.0005%
92637,2,0.0004%
92644,9,0.0016%
92655,16,0.0029%
92659,11,0.002%
92660,3,0.0005%
92661,4,0.0007%
92662,8,0.0015%
92664,17,0.0031%
92665,6,0.0011%
92672,1,0.0002%
92678,3,0.0005%
92680,4,0.0007%
92682,2,0.0004%
92686,1,0.0002%
92690,4,0.0007%
92700,5,0.0009%
92701,2,0.0004%
92708,1,0.0002%
92710,3,0.0005%
92714,1,0.0002%
92718,1,0.0002%
92720,2,0.0004%
92728,1,0.0002%
92730,2,0.0004%
92732,2,0.0004%
92734,10,0.0018%
92736,9,0.0016%
92742,2,0.0004%
92745,2,0.0004%
92750,1,0.0002%
92752,1,0.0002%
92771,2,0.0004%
92777,1,0.0002%
92778,5,0.0009%
92785,1,0.0002%
92795,2,0.0004%
92796,3,0.0005%
92800,17,0.0031%
92820,14,0.0025%
92824,4,0.0007%
92825,1,0.0002%
92826,4,0.0007%
92829,1,0.0002%
92834,3,0.0005%
92840,8,0.0015%
92843,1,0.0002%
92851,2,0.0004%
92853,1,0.0002%
92855,1,0.0002%
92856,5,0.0009%
92862,17,0.0031%
92865,1,0.0002%
92868,11,0.002%
92870,1,0.0002%
92872,2,0.0004%
92876,12,0.0022%
92880,21,0.0038%
92901,1,0.0002%
92906,4,0.0007%
92910,9,0.0016%
92920,1,0.0002%
92925,3,0.0005%
92928,2,0.0004%
92943,1,0.0002%
92950,2,0.0004%
92953,1,0.0002%
92960,6,0.0011%
92964,6,0.0011%
92967,4,0.0007%
92971,1,0.0002%
92974,4,0.0007%
92976,3,0.0005%
92988,7,0.0013%
92989,2,0.0004%
92991,1,0.0002%
92996,1,0.0002%
93000,7,0.0013%
93005,2,0.0004%
93010,1,0.0002%
93011,3,0.0005%
93015,1,0.0002%
93018,1,0.0002%
93021,1,0.0002%
93024,4,0.0007%
93026,1,0.0002%
93030,3,0.0005%
93034,1,0.0002%
93041,4,0.0007%
93051,2,0.0004%
93060,13,0.0024%
93063,18,0.0033%
93068,9,0.0016%
93070,2,0.0004%
93072,1,0.0002%
93075,3,0.0005%
93080,1,0.0002%
93081,4,0.0007%
93086,8,0.0015%
93090,27,0.0049%
93093,16,0.0029%
93094,1,0.0002%
93095,3,0.0005%
93096,3,0.0005%
93100,5,0.0009%
93102,1,0.0002%
93104,1,0.0002%
93107,6,0.0011%
93112,6,0.0011%
93120,5,0.0009%
93121,1,0.0002%
93122,1,0.0002%
93126,1,0.0002%
93132,4,0.0007%
93150,7,0.0013%
93152,1,0.0002%
93160,3,0.0005%
93168,1,0.0002%
93174,1,0.0002%
93177,1,0.0002%
93184,1,0.0002%
93192,1,0.0002%
93195,5,0.0009%
93200,4,0.0007%
93208,1,0.0002%
93210,4,0.0007%
93214,2,0.0004%
93215,1,0.0002%
93220,2,0.0004%
93228,1,0.0002%
93236,2,0.0004%
93240,7,0.0013%
93248,3,0.0005%
93250,1,0.0002%
93262,10,0.0018%
93264,19,0.0034%
93267,1,0.0002%
93275,4,0.0007%
93280,9,0.0016%
93288,1,0.0002%
93290,1,0.0002%
93292,4,0.0007%
93294,5,0.0009%
93296,1,0.0002%
93297,1,0.0002%
93300,1,0.0002%
93304,12,0.0022%
93310,18,0.0033%
93312,14,0.0025%
93318,5,0.0009%
93324,6,0.0011%
93328,1,0.0002%
93330,5,0.0009%
93331,1,0.0002%
93340,1,0.0002%
93342,5,0.0009%
93349,1,0.0002%
93357,4,0.0007%
93365,1,0.0002%
93366,3,0.0005%
93375,3,0.0005%
93380,5,0.0009%
93390,13,0.0024%
93392,4,0.0007%
93396,3,0.0005%
93399,1,0.0002%
93400,2,0.0004%
93408,1,0.0002%
93412,4,0.0007%
93420,1,0.0002%
93423,1,0.0002%
93432,4,0.0007%
93433,3,0.0005%
93436,3,0.0005%
93440,2,0.0004%
93452,1,0.0002%
93456,6,0.0011%
93465,10,0.0018%
93467,1,0.0002%
93472,5,0.0009%
93473,2,0.0004%
93480,11,0.002%
93483,1,0.0002%
93492,9,0.0016%
93496,5,0.0009%
93500,1,0.0002%
93507,4,0.0007%
93513,2,0.0004%
93518,4,0.0007%
93520,1,0.0002%
93522,10,0.0018%
93524,3,0.0005%
93525,21,0.0038%
93526,2,0.0004%
93527,2,0.0004%
93528,2,0.0004%
93530,6,0.0011%
93532,1,0.0002%
93547,1,0.0002%
93555,5,0.0009%
93562,2,0.0004%
93564,3,0.0005%
93572,1,0.0002%
93573,6,0.0011%
93577,1,0.0002%
93583,2,0.0004%
93590,1,0.0002%
93600,8,0.0015%
93605,4,0.0007%
93610,5,0.0009%
93611,1,0.0002%
93612,1,0.0002%
93613,1,0.0002%
93615,1,0.0002%
93620,2,0.0004%
93623,3,0.0005%
93624,2,0.0004%
93626,1,0.0002%
93632,5,0.0009%
93633,1,0.0002%
93635,1,0.0002%
93639,1,0.0002%
93654,2,0.0004%
93660,5,0.0009%
93661,1,0.0002%
93666,9,0.0016%
93673,8,0.0015%
93684,5,0.0009%
93685,2,0.0004%
93688,2,0.0004%
93696,4,0.0007%
93702,6,0.0011%
93704,6,0.0011%
93708,2,0.0004%
93720,11,0.002%
93726,8,0.0015%
93728,3,0.0005%
93730,4,0.0007%
93732,11,0.002%
93740,28,0.0051%
93744,17,0.0031%
93750,1,0.0002%
93751,3,0.0005%
93765,6,0.0011%
93771,3,0.0005%
93786,7,0.0013%
93790,2,0.0004%
93798,4,0.0007%
93800,2,0.0004%
93805,2,0.0004%
93808,5,0.0009%
93825,1,0.0002%
93840,6,0.0011%
93849,4,0.0007%
93852,2,0.0004%
93854,9,0.0016%
93860,2,0.0004%
93863,3,0.0005%
93870,1,0.0002%
93873,1,0.0002%
93879,1,0.0002%
93888,1,0.0002%
93890,4,0.0007%
93891,1,0.0002%
93896,4,0.0007%
93898,2,0.0004%
93899,5,0.0009%
93903,2,0.0004%
93906,6,0.0011%
93912,2,0.0004%
93916,5,0.0009%
93920,1,0.0002%
93922,1,0.0002%
93925,1,0.0002%
93927,1,0.0002%
93928,5,0.0009%
93930,10,0.0018%
93933,8,0.0015%
93936,3,0.0005%
93940,6,0.0011%
93942,1,0.0002%
93946,2,0.0004%
93951,7,0.0013%
93955,4,0.0007%
93956,6,0.0011%
93958,9,0.0016%
93960,9,0.0016%
93961,4,0.0007%
93972,1,0.0002%
93978,1,0.0002%
93980,4,0.0007%
93982,1,0.0002%
93984,2,0.0004%
93989,2,0.0004%
93991,2,0.0004%
93992,1,0.0002%
93993,1,0.0002%
93996,1,0.0002%
94000,6,0.0011%
94004,7,0.0013%
94010,1,0.0002%
94016,2,0.0004%
94017,4,0.0007%
94024,2,0.0004%
94043,1,0.0002%
94044,6,0.0011%
94050,8,0.0015%
94062,4,0.0007%
94068,3,0.0005%
94080,12,0.0022%
94089,1,0.0002%
94094,3,0.0005%
94105,2,0.0004%
94106,6,0.0011%
94107,3,0.0005%
94116,1,0.0002%
94119,1,0.0002%
94122,2,0.0004%
94125,1,0.0002%
94128,6,0.0011%
94132,12,0.0022%
94135,8,0.0015%
94140,1,0.0002%
94142,3,0.0005%
94146,3,0.0005%
94150,1,0.0002%
94160,7,0.0013%
94162,2,0.0004%
94164,5,0.0009%
94166,4,0.0007%
94170,18,0.0033%
94176,19,0.0034%
94178,6,0.0011%
94180,2,0.0004%
94185,3,0.0005%
94188,6,0.0011%
94192,1,0.0002%
94200,1,0.0002%
94205,2,0.0004%
94214,1,0.0002%
94221,1,0.0002%
94224,3,0.0005%
94233,1,0.0002%
94234,3,0.0005%
94239,10,0.0018%
94240,4,0.0007%
94248,10,0.0018%
94249,1,0.0002%
94250,2,0.0004%
94251,2,0.0004%
94259,1,0.0002%
94275,1,0.0002%
94284,6,0.0011%
94288,2,0.0004%
94300,3,0.0005%
94301,1,0.0002%
94302,4,0.0007%
94317,2,0.0004%
94320,2,0.0004%
94325,1,0.0002%
94326,1,0.0002%
94329,3,0.0005%
94334,3,0.0005%
94335,5,0.0009%
94340,1,0.0002%
94348,4,0.0007%
94350,2,0.0004%
94359,5,0.0009%
94365,6,0.0011%
94367,3,0.0005%
94369,1,0.0002%
94374,6,0.0011%
94377,1,0.0002%
94380,10,0.0018%
94385,5,0.0009%
94389,4,0.0007%
94392,5,0.0009%
94394,7,0.0013%
94395,2,0.0004%
94400,1,0.0002%
94405,2,0.0004%
94416,15,0.0027%
94417,1,0.0002%
94428,6,0.0011%
94430,1,0.0002%
94432,6,0.0011%
94452,3,0.0005%
94457,1,0.0002%
94458,1,0.0002%
94462,1,0.0002%
94464,5,0.0009%
94468,3,0.0005%
94470,6,0.0011%
94478,1,0.0002%
94479,2,0.0004%
94482,2,0.0004%
94486,1,0.0002%
94488,3,0.0005%
94500,11,0.002%
94505,3,0.0005%
94518,1,0.0002%
94520,1,0.0002%
94522,5,0.0009%
94528,6,0.0011%
94530,2,0.0004%
94535,4,0.0007%
94536,5,0.0009%
94540,1,0.0002%
94544,2,0.0004%
94550,1,0.0002%
94552,3,0.0005%
94554,4,0.0007%
94556,3,0.0005%
94563,5,0.0009%
94570,3,0.0005%
94572,1,0.0002%
94575,1,0.0002%
94577,1,0.0002%
94581,12,0.0022%
94588,5,0.0009%
94598,5,0.0009%
94599,3,0.0005%
94600,10,0.0018%
94604,1,0.0002%
94605,1,0.0002%
94608,9,0.0016%
94612,7,0.0013%
94620,4,0.0007%
94622,1,0.0002%
94627,2,0.0004%
94639,1,0.0002%
94640,4,0.0007%
94644,3,0.0005%
94656,6,0.0011%
94659,1,0.0002%
94663,1,0.0002%
94666,3,0.0005%
94668,6,0.0011%
94671,2,0.0004%
94672,3,0.0005%
94677,1,0.0002%
94688,1,0.0002%
94694,1,0.0002%
94695,1,0.0002%
94696,1,0.0002%
94697,8,0.0015%
94705,2,0.0004%
94710,15,0.0027%
94720,3,0.0005%
94724,3,0.0005%
94725,3,0.0005%
94731,1,0.0002%
94736,2,0.0004%
94738,2,0.0004%
94739,2,0.0004%
94742,1,0.0002%
94743,2,0.0004%
94750,1,0.0002%
94752,11,0.002%
94760,2,0.0004%
94770,4,0.0007%
94776,1,0.0002%
94785,1,0.0002%
94792,1,0.0002%
94794,4,0.0007%
94798,1,0.0002%
94800,7,0.0013%
94801,4,0.0007%
94802,3,0.0005%
94805,12,0.0022%
94806,4,0.0007%
94809,3,0.0005%
94815,4,0.0007%
94820,7,0.0013%
94824,4,0.0007%
94827,3,0.0005%
94829,7,0.0013%
94830,3,0.0005%
94833,1,0.0002%
94839,1,0.0002%
94844,1,0.0002%
94848,3,0.0005%
94850,1,0.0002%
94855,1,0.0002%
94856,1,0.0002%
94860,9,0.0016%
94864,5,0.0009%
94869,1,0.0002%
94870,1,0.0002%
94872,2,0.0004%
94883,3,0.0005%
94886,2,0.0004%
94900,3,0.0005%
94905,4,0.0007%
94915,10,0.0018%
94916,1,0.0002%
94920,3,0.0005%
94928,2,0.0004%
94940,1,0.0002%
94941,2,0.0004%
94943,1,0.0002%
94944,1,0.0002%
94950,5,0.0009%
94952,6,0.0011%
94956,2,0.0004%
94962,6,0.0011%
94966,6,0.0011%
94976,9,0.0016%
94978,3,0.0005%
94984,1,0.0002%
94990,1,0.0002%
94997,1,0.0002%
94998,2,0.0004%
95000,3,0.0005%
95004,13,0.0024%
95011,2,0.0004%
95013,4,0.0007%
95016,14,0.0025%
95030,12,0.0022%
95034,12,0.0022%
95040,21,0.0038%
95046,15,0.0027%
95052,2,0.0004%
95056,4,0.0007%
95060,3,0.0005%
95064,3,0.0005%
95076,4,0.0007%
95078,2,0.0004%
95088,4,0.0007%
95090,1,0.0002%
95094,1,0.0002%
95095,1,0.0002%
95106,1,0.0002%
95108,2,0.0004%
95113,2,0.0004%
95115,1,0.0002%
95118,1,0.0002%
95120,4,0.0007%
95121,1,0.0002%
95122,3,0.0005%
95128,2,0.0004%
95129,2,0.0004%
95130,2,0.0004%
95140,2,0.0004%
95142,1,0.0002%
95146,3,0.0005%
95151,1,0.0002%
95160,2,0.0004%
95161,2,0.0004%
95166,2,0.0004%
95170,2,0.0004%
95172,9,0.0016%
95175,4,0.0007%
95190,1,0.0002%
95192,2,0.0004%
95200,18,0.0033%
95202,2,0.0004%
95206,1,0.0002%
95207,5,0.0009%
95220,7,0.0013%
95221,1,0.0002%
95226,1,0.0002%
95230,1,0.0002%
95232,7,0.0013%
95238,10,0.0018%
95241,1,0.0002%
95245,3,0.0005%
95250,2,0.0004%
95251,6,0.0011%
95256,7,0.0013%
95259,1,0.0002%
95260,6,0.0011%
95263,3,0.0005%
95264,4,0.0007%
95265,5,0.0009%
95266,5,0.0009%
95268,1,0.0002%
95281,1,0.0002%
95284,1,0.0002%
95288,1,0.0002%
95304,8,0.0015%
95310,2,0.0004%
95312,2,0.0004%
95316,39,0.0071%
95325,4,0.0007%
95328,3,0.0005%
95336,1,0.0002%
95340,2,0.0004%
95342,1,0.0002%
95344,11,0.002%
95347,1,0.0002%
95348,7,0.0013%
95352,4,0.0007%
95354,1,0.0002%
95361,3,0.0005%
95367,1,0.0002%
95368,2,0.0004%
95370,2,0.0004%
95371,6,0.0011%
95372,2,0.0004%
95378,7,0.0013%
95380,1,0.0002%
95381,3,0.0005%
95400,7,0.0013%
95403,3,0.0005%
95407,1,0.0002%
95410,6,0.0011%
95418,1,0.0002%
95424,3,0.0005%
95427,3,0.0005%
95436,3,0.0005%
95445,2,0.0004%
95448,4,0.0007%
95450,2,0.0004%
95452,1,0.0002%
95460,12,0.0022%
95472,9,0.0016%
95475,3,0.0005%
95477,3,0.0005%
95480,13,0.0024%
95481,1,0.0002%
95484,3,0.0005%
95488,1,0.0002%
95493,2,0.0004%
95494,1,0.0002%
95499,1,0.0002%
95508,3,0.0005%
95511,2,0.0004%
95513,1,0.0002%
95520,3,0.0005%
95524,2,0.0004%
95526,1,0.0002%
95530,4,0.0007%
95532,3,0.0005%
95546,1,0.0002%
95550,5,0.0009%
95567,2,0.0004%
95580,16,0.0029%
95583,1,0.0002%
95584,10,0.0018%
95586,3,0.0005%
95589,1,0.0002%
95598,10,0.0018%
95600,2,0.0004%
95604,1,0.0002%
95608,1,0.0002%
95616,3,0.0005%
95625,4,0.0007%
95626,1,0.0002%
95630,4,0.0007%
95632,3,0.0005%
95634,11,0.002%
95648,1,0.0002%
95654,49,0.0089%
95658,2,0.0004%
95659,1,0.0002%
95675,1,0.0002%
95676,11,0.002%
95677,1,0.0002%
95680,7,0.0013%
95681,1,0.0002%
95682,9,0.0016%
95688,6,0.0011%
95693,2,0.0004%
95697,4,0.0007%
95700,9,0.0016%
95702,3,0.0005%
95706,2,0.0004%
95708,2,0.0004%
95709,1,0.0002%
95718,1,0.0002%
95722,3,0.0005%
95728,3,0.0005%
95732,4,0.0007%
95739,2,0.0004%
95742,2,0.0004%
95748,1,0.0002%
95749,1,0.0002%
95750,3,0.0005%
95756,1,0.0002%
95760,12,0.0022%
95763,5,0.0009%
95787,1,0.0002%
95788,2,0.0004%
95790,5,0.0009%
95794,2,0.0004%
95795,1,0.0002%
95810,2,0.0004%
95816,5,0.0009%
95821,5,0.0009%
95824,3,0.0005%
95830,2,0.0004%
95832,8,0.0015%
95839,2,0.0004%
95841,2,0.0004%
95842,1,0.0002%
95850,5,0.0009%
95853,1,0.0002%
95858,1,0.0002%
95861,1,0.0002%
95865,2,0.0004%
95872,2,0.0004%
95877,1,0.0002%
95880,13,0.0024%
95885,1,0.0002%
95887,4,0.0007%
95888,5,0.0009%
95890,4,0.0007%
95900,1,0.0002%
95904,9,0.0016%
95906,1,0.0002%
95910,5,0.0009%
95914,12,0.0022%
95918,4,0.0007%
95920,1,0.0002%
95922,2,0.0004%
95931,2,0.0004%
95937,44,0.008%
95939,2,0.0004%
95940,7,0.0013%
95948,1,0.0002%
95951,1,0.0002%
95956,2,0.0004%
95970,4,0.0007%
95976,6,0.0011%
95979,1,0.0002%
95985,3,0.0005%
95988,3,0.0005%
95990,1,0.0002%
95992,20,0.0036%
95995,2,0.0004%
95996,6,0.0011%
96000,9,0.0016%
96005,1,0.0002%
96012,1,0.0002%
96021,2,0.0004%
96026,1,0.0002%
96030,3,0.0005%
96036,2,0.0004%
96040,4,0.0007%
96045,4,0.0007%
96048,10,0.0018%
96050,1,0.0002%
96051,2,0.0004%
96068,1,0.0002%
96074,1,0.0002%
96075,2,0.0004%
96078,1,0.0002%
96084,5,0.0009%
96086,1,0.0002%
96089,2,0.0004%
96091,1,0.0002%
96096,26,0.0047%
96099,2,0.0004%
96100,2,0.0004%
96102,12,0.0022%
96113,9,0.0016%
96114,1,0.0002%
96117,1,0.0002%
96118,1,0.0002%
96119,1,0.0002%
96120,8,0.0015%
96126,3,0.0005%
96131,6,0.0011%
96135,3,0.0005%
96140,7,0.0013%
96141,4,0.0007%
96145,1,0.0002%
96152,4,0.0007%
96159,1,0.0002%
96162,4,0.0007%
96170,2,0.0004%
96174,3,0.0005%
96180,3,0.0005%
96188,2,0.0004%
96192,3,0.0005%
96195,1,0.0002%
96202,1,0.0002%
96216,1,0.0002%
96220,44,0.008%
96222,5,0.0009%
96228,6,0.0011%
96229,2,0.0004%
96240,2,0.0004%
96248,4,0.0007%
96255,10,0.0018%
96258,1,0.0002%
96266,2,0.0004%
96276,15,0.0027%
96279,1,0.0002%
96280,1,0.0002%
96285,2,0.0004%
96288,5,0.0009%
96300,6,0.0011%
96304,5,0.0009%
96309,1,0.0002%
96316,5,0.0009%
96317,4,0.0007%
96320,2,0.0004%
96321,3,0.0005%
96324,1,0.0002%
96327,2,0.0004%
96330,3,0.0005%
96333,1,0.0002%
96336,4,0.0007%
96348,7,0.0013%
96349,1,0.0002%
96350,1,0.0002%
96354,1,0.0002%
96356,4,0.0007%
96360,7,0.0013%
96363,1,0.0002%
96370,4,0.0007%
96382,39,0.0071%
96383,1,0.0002%
96384,3,0.0005%
96390,4,0.0007%
96393,1,0.0002%
96397,1,0.0002%
96400,8,0.0015%
96404,1,0.0002%
96408,8,0.0015%
96410,1,0.0002%
96416,1,0.0002%
96425,2,0.0004%
96426,1,0.0002%
96427,3,0.0005%
96432,1,0.0002%
96444,7,0.0013%
96448,1,0.0002%
96460,4,0.0007%
96462,4,0.0007%
96466,1,0.0002%
96472,1,0.0002%
96480,5,0.0009%
96492,10,0.0018%
96500,4,0.0007%
96503,37,0.0067%
96512,5,0.0009%
96514,2,0.0004%
96515,6,0.0011%
96516,1,0.0002%
96520,3,0.0005%
96525,1,0.0002%
96530,1,0.0002%
96544,7,0.0013%
96555,4,0.0007%
96556,1,0.0002%
96558,11,0.002%
96559,4,0.0007%
96560,15,0.0027%
96565,4,0.0007%
96570,4,0.0007%
96574,6,0.0011%
96576,1,0.0002%
96577,6,0.0011%
96579,3,0.0005%
96580,5,0.0009%
96585,1,0.0002%
96596,1,0.0002%
96600,16,0.0029%
96607,2,0.0004%
96612,2,0.0004%
96614,2,0.0004%
96615,7,0.0013%
96624,2,0.0004%
96628,6,0.0011%
96632,1,0.0002%
96638,6,0.0011%
96641,1,0.0002%
96645,3,0.0005%
96646,1,0.0002%
96652,1,0.0002%
96654,2,0.0004%
96657,1,0.0002%
96664,2,0.0004%
96668,23,0.0042%
96669,1,0.0002%
96672,7,0.0013%
96673,2,0.0004%
96681,1,0.0002%
96690,2,0.0004%
96695,2,0.0004%
96696,4,0.0007%
96714,5,0.0009%
96717,3,0.0005%
96720,18,0.0033%
96721,1,0.0002%
96722,1,0.0002%
96725,3,0.0005%
96726,4,0.0007%
96727,1,0.0002%
96728,3,0.0005%
96738,3,0.0005%
96744,4,0.0007%
96750,3,0.0005%
96755,1,0.0002%
96760,6,0.0011%
96767,4,0.0007%
96768,12,0.0022%
96782,4,0.0007%
96784,1,0.0002%
96786,7,0.0013%
96789,2,0.0004%
96792,6,0.0011%
96795,1,0.0002%
96798,7,0.0013%
96800,10,0.0018%
96807,1,0.0002%
96810,2,0.0004%
96813,1,0.0002%
96820,6,0.0011%
96822,1,0.0002%
96824,3,0.0005%
96830,3,0.0005%
96831,3,0.0005%
96840,1,0.0002%
96844,12,0.0022%
96849,1,0.0002%
96850,1,0.0002%
96866,1,0.0002%
96867,1,0.0002%
96876,5,0.0009%
96882,1,0.0002%
96883,1,0.0002%
96884,4,0.0007%
96888,1,0.0002%
96899,3,0.0005%
96900,28,0.0051%
96903,1,0.0002%
96913,1,0.0002%
96915,1,0.0002%
96924,1,0.0002%
96928,11,0.002%
96930,1,0.0002%
96933,2,0.0004%
96942,3,0.0005%
96945,1,0.0002%
96950,2,0.0004%
96954,27,0.0049%
96957,3,0.0005%
96960,3,0.0005%
96965,7,0.0013%
96968,1,0.0002%
96975,2,0.0004%
96976,1,0.0002%
96983,1,0.0002%
96990,1,0.0002%
96992,2,0.0004%
96996,1,0.0002%
97000,5,0.0009%
97005,5,0.0009%
97008,1,0.0002%
97010,2,0.0004%
97014,3,0.0005%
97017,2,0.0004%
97018,1,0.0002%
97019,3,0.0005%
97020,13,0.0024%
97024,2,0.0004%
97026,7,0.0013%
97028,2,0.0004%
97030,1,0.0002%
97032,1,0.0002%
97034,5,0.0009%
97042,1,0.0002%
97050,1,0.0002%
97055,1,0.0002%
97060,5,0.0009%
97069,8,0.0015%
97083,6,0.0011%
97090,5,0.0009%
97092,1,0.0002%
97096,7,0.0013%
97104,9,0.0016%
97110,3,0.0005%
97112,6,0.0011%
97123,1,0.0002%
97125,2,0.0004%
97128,4,0.0007%
97136,5,0.0009%
97146,5,0.0009%
97152,1,0.0002%
97161,2,0.0004%
97162,1,0.0002%
97170,6,0.0011%
97180,3,0.0005%
97185,8,0.0015%
97188,2,0.0004%
97200,24,0.0044%
97216,12,0.0022%
97218,1,0.0002%
97223,1,0.0002%
97227,1,0.0002%
97228,10,0.0018%
97230,6,0.0011%
97232,2,0.0004%
97236,7,0.0013%
97240,41,0.0074%
97244,1,0.0002%
97251,4,0.0007%
97255,1,0.0002%
97265,1,0.0002%
97270,1,0.0002%
97271,4,0.0007%
97273,3,0.0005%
97280,4,0.0007%
97282,2,0.0004%
97284,4,0.0007%
97290,9,0.0016%
97293,10,0.0018%
97300,2,0.0004%
97305,1,0.0002%
97308,8,0.0015%
97311,1,0.0002%
97314,1,0.0002%
97335,2,0.0004%
97342,1,0.0002%
97344,2,0.0004%
97350,2,0.0004%
97352,5,0.0009%
97353,1,0.0002%
97356,2,0.0004%
97364,4,0.0007%
97371,1,0.0002%
97375,22,0.004%
97383,2,0.0004%
97384,3,0.0005%
97388,1,0.0002%
97394,13,0.0024%
97400,3,0.0005%
97403,8,0.0015%
97405,3,0.0005%
97406,2,0.0004%
97407,1,0.0002%
97412,1,0.0002%
97416,8,0.0015%
97425,2,0.0004%
97438,12,0.0022%
97439,1,0.0002%
97440,16,0.0029%
97446,1,0.0002%
97451,7,0.0013%
97455,3,0.0005%
97458,10,0.0018%
97460,2,0.0004%
97461,6,0.0011%
97464,1,0.0002%
97470,3,0.0005%
97474,2,0.0004%
97482,11,0.002%
97485,2,0.0004%
97497,3,0.0005%
97500,5,0.0009%
97504,1,0.0002%
97510,4,0.0007%
97512,4,0.0007%
97520,20,0.0036%
97524,9,0.0016%
97525,3,0.0005%
97526,7,0.0013%
97536,2,0.0004%
97546,1,0.0002%
97552,4,0.0007%
97560,1,0.0002%
97566,5,0.0009%
97572,2,0.0004%
97573,1,0.0002%
97578,1,0.0002%
97580,33,0.006%
97584,4,0.0007%
97600,3,0.0005%
97603,17,0.0031%
97605,5,0.0009%
97608,1,0.0002%
97614,4,0.0007%
97622,1,0.0002%
97627,2,0.0004%
97632,28,0.0051%
97636,1,0.0002%
97643,1,0.0002%
97644,21,0.0038%
97645,2,0.0004%
97650,16,0.0029%
97654,1,0.0002%
97656,1,0.0002%
97658,1,0.0002%
97660,1,0.0002%
97662,2,0.0004%
97664,3,0.0005%
97665,1,0.0002%
97672,2,0.0004%
97674,7,0.0013%
97680,15,0.0027%
97682,2,0.0004%
97686,3,0.0005%
97693,4,0.0007%
97704,8,0.0015%
97709,2,0.0004%
97713,2,0.0004%
97716,10,0.0018%
97722,2,0.0004%
97732,5,0.0009%
97736,1,0.0002%
97750,3,0.0005%
97751,1,0.0002%
97755,1,0.0002%
97760,5,0.0009%
97768,6,0.0011%
97773,1,0.0002%
97781,1,0.0002%
97782,2,0.0004%
97783,1,0.0002%
97785,5,0.0009%
97790,2,0.0004%
97792,2,0.0004%
97798,1,0.0002%
97800,3,0.0005%
97812,34,0.0062%
97818,1,0.0002%
97820,2,0.0004%
