área bounding box,ocorrências,% do total,prop mín,prop max,prop média,,Total bounding boxes
99957,2,"0,0004%","0,2045779685","0,2045779685","0,2045779685",,
99960,7,"0,0013%","0,2823529412","2,2666666667","1,0291445149",,
99962,1,"0,0002%","0,9123867069","0,9123867069","0,9123867069",,
99963,1,"0,0002%","0,681462141","0,681462141","0,681462141",,
99964,1,"0,0002%","1,3917910448","1,3917910448","1,3917910448",,
99974,1,"0,0002%","1,4903474903","1,4903474903","1,4903474903",,
99975,9,"0,0016%","0,4623655914","2,1627906977","1,9738545748",,
99981,6,"0,0011%","2,3333333333","2,3333333333","2,3333333333",,
99992,5,"0,0009%","0,5382830626","1,8577586207","0,8021781743",,
99997,2,"0,0004%","0,7673130194","1,3032490975","1,0352810584",,
99999,1,"0,0002%","0,7344173442","0,7344173442","0,7344173442",,
100005,2,"0,0004%","1,1491525424","1,1491525424","1,1491525424",,
100008,5,"0,0009%","0,4665226782","2,1435185185","1,1373210143",,
100009,1,"0,0002%","0,2464678179","0,2464678179","0,2464678179",,
100010,3,"0,0005%","0,7506849315","0,7506849315","0,7506849315",,
100014,2,"0,0004%","2,2464454976","2,2464454976","2,2464454976",,
100015,1,"0,0002%","1,7219917012","1,7219917012","1,7219917012",,
100016,4,"0,0007%","0,3533834586","1,0822368421","0,7178101504",,
100023,2,"0,0004%","0,5334872979","0,5334872979","0,5334872979",,
100032,1,"0,0002%","0,3685220729","0,3685220729","0,3685220729",,
100033,1,"0,0002%","0,2787979967","0,2787979967","0,2787979967",,
100035,3,"0,0005%","0,6098765432","0,6098765432","0,6098765432",,
100037,10,"0,0018%","0,4707158351","2,1244239631","1,6283115247",,
100040,2,"0,0004%","1,0754098361","1,0754098361","1,0754098361",,
100048,3,"0,0005%","2,3125","2,3125","2,3125",,
100050,3,"0,0005%","0,5287356322","0,5287356322","0,5287356322",,
100056,2,"0,0004%","0,6965699208","1,4356060606","1,0660879907",,
100062,9,"0,0016%","0,4749455338","2,1055045872","1,1996384464",,
100064,2,"0,0004%","0,5566037736","0,5566037736","0,5566037736",,
100073,4,"0,0007%","0,52402746","0,52402746","0,52402746",,
100076,2,"0,0004%","1,5511811024","1,5511811024","1,5511811024",,
100083,2,"0,0004%","0,4792122538","0,4792122538","0,4792122538",,
100089,1,"0,0002%","1,1346801347","1,1346801347","1,1346801347",,
100092,1,"0,0002%","1,9254385965","1,9254385965","1,9254385965",,
100096,2,"0,0004%","0,6547314578","1,3529411765","1,0038363171",,
100098,1,"0,0002%","0,6194029851","0,6194029851","0,6194029851",,
100100,5,"0,0009%","0,4835164835","1,4807692308","0,7596903097",,
100104,2,"0,0004%","0,6649484536","0,8459302326","0,7554393431",,
100110,3,"0,0005%","0,4531914894","0,5516431925","0,4860087237",,
100111,1,"0,0002%","2,2918660287","2,2918660287","2,2918660287",,
100113,2,"0,0004%","0,4878587196","0,4878587196","0,4878587196",,
100116,8,"0,0015%","0,4238683128","2,359223301","1,7777790263",,
100122,2,"0,0004%","0,6044226044","1,6544715447","1,1294470746",,
100127,1,"0,0002%","0,4966592428","0,4966592428","0,4966592428",,
100130,4,"0,0007%","0,2886247878","1,0419354839","0,8536078098",,
100142,1,"0,0002%","1,0353697749","1,0353697749","1,0353697749",,
100149,2,"0,0004%","0,6290726817","1,5896414343","1,109357058",,
100152,10,"0,0018%","1,0288461538","1,0288461538","1,0288461538",,
100160,3,"0,0005%","1,0223642173","1,0223642173","1,0223642173",,
100164,2,"0,0004%","2,4068627451","2,4068627451","2,4068627451",,
100165,1,"0,0002%","1,1204013378","1,1204013378","1,1204013378",,
100166,2,"0,0004%","1,0159235669","1,0159235669","1,0159235669",,
100170,11,"0,0020%","0,3566037736","2,2714285714","1,9437147758",,
100182,1,"0,0002%","1,2508833922","1,2508833922","1,2508833922",,
100188,8,"0,0015%","0,4276859504","2,3381642512","1,6312083283",,
100190,8,"0,0015%","0,4613733906","2,1674418605","1,3244685098",,
100192,2,"0,0004%","0,6138613861","0,6138613861","0,6138613861",,
100198,1,"0,0002%","1,768907563","1,768907563","1,768907563",,
100204,1,"0,0002%","0,3527204503","0,3527204503","0,3527204503",,
100206,1,"0,0002%","1,1672354949","1,1672354949","1,1672354949",,
100224,4,"0,0007%","0,2068965517","2,1481481481","1,2611749681",,
100225,6,"0,0011%","2,2511848341","2,2511848341","2,2511848341",,
100230,1,"0,0002%","0,658974359","0,658974359","0,658974359",,
100232,1,"0,0002%","0,7165775401","0,7165775401","0,7165775401",,
100233,2,"0,0004%","1,1063122924","1,4942084942","1,3002603933",,
100243,3,"0,0005%","0,2039942939","0,2039942939","0,2039942939",,
100250,1,"0,0002%","0,6234413965","0,6234413965","0,6234413965",,
100252,1,"0,0002%","0,8045325779","0,8045325779","0,8045325779",,
100254,67,"0,0122%","0,215542522","2,1290322581","1,8934804105",,
100256,5,"0,0009%","0,4315352697","2,3173076923","1,9401532078",,
100264,1,"0,0002%","1,0993377483","1,0993377483","1,0993377483",,
100274,1,"0,0002%","1,3068592058","1,3068592058","1,3068592058",,
100276,3,"0,0005%","2,2311320755","2,2311320755","2,2311320755",,
100280,4,"0,0007%","0,4739130435","2,1100917431","0,9097626645",,
100282,1,"0,0002%","0,4109311741","0,4109311741","0,4109311741",,
100284,3,"0,0005%","0,7486338798","1,3357664234","0,9443447276",,
100293,1,"0,0002%","0,915407855","0,915407855","0,915407855",,
100296,3,"0,0005%","0,6331658291","0,6331658291","0,6331658291",,
100298,1,"0,0002%","0,3752417795","0,3752417795","0,3752417795",,
100300,3,"0,0005%","0,5552941176","0,5552941176","0,5552941176",,
100302,3,"0,0005%","0,5228310502","1,9126637555","0,9861086186",,
100308,1,"0,0002%","0,2426127527","0,2426127527","0,2426127527",,
100320,16,"0,0029%","0,5181818182","2,2966507177","1,3522988935",,
100322,5,"0,0009%","0,4229979466","2,3640776699","1,5876457806",,
100323,2,"0,0004%","2,2112676056","2,2112676056","2,2112676056",,
100329,1,"0,0002%","0,2519809826","0,2519809826","0,2519809826",,
100330,2,"0,0004%","0,6430379747","1,5551181102","1,0990780425",,
100334,5,"0,0009%","0,486784141","0,5135746606","0,5028584528",,
100337,1,"0,0002%","0,7211796247","0,7211796247","0,7211796247",,
100344,6,"0,0011%","0,4911504425","1,1452702703","0,6061232693",,
100345,3,"0,0005%","1,0786885246","1,0786885246","1,0786885246",,
100346,1,"0,0002%","0,684073107","0,684073107","0,684073107",,
100347,1,"0,0002%","0,617866005","0,617866005","0,617866005",,
100350,2,"0,0004%","0,5044843049","0,5044843049","0,5044843049",,
100352,3,"0,0005%","0,3828125",2,"0,921875",,
100358,1,"0,0002%","1,2985611511","1,2985611511","1,2985611511",,
100360,2,"0,0004%","0,6735751295","0,6735751295","0,6735751295",,
100362,1,"0,0002%","1,507751938","1,507751938","1,507751938",,
100366,1,"0,0002%","2,191588785","2,191588785","2,191588785",,
100368,6,"0,0011%","0,4146341463","2,4117647059","1,0529584463",,
100375,2,"0,0004%","0,7534246575","0,7534246575","0,7534246575",,
100380,6,"0,0011%","0,569047619","2,2761904762","1,9916666667",,
100394,1,"0,0002%","0,2008486563","0,2008486563","0,2008486563",,
100395,1,"0,0002%","2,3429951691","2,3429951691","2,3429951691",,
100400,3,"0,0005%","0,6275","0,6275","0,6275",,
100405,5,"0,0009%","0,460385439","2,1720930233","1,8297515064",,
100419,1,"0,0002%","0,3482309125","0,3482309125","0,3482309125",,
100423,2,"0,0004%","0,5406032483","0,5406032483","0,5406032483",,
100435,1,"0,0002%","0,6992084433","0,6992084433","0,6992084433",,
100436,7,"0,0013%","1,7731092437","2,2559241706","2,1869506096",,
100440,14,"0,0025%","0,464516129","2,1527777778","1,3723907663",,
100448,3,"0,0005%","0,8488372093","1,1780821918","0,9585855368",,
100450,1,"0,0002%","0,4183673469","0,4183673469","0,4183673469",,
100453,6,"0,0011%","1,038585209","1,038585209","1,038585209",,
100456,3,"0,0005%","0,5357967667","1,8663793103","1,4228517958",,
100464,2,"0,0004%","1,3188405797","2,3221153846","1,8204779822",,
100470,1,"0,0002%","0,3862745098","0,3862745098","0,3862745098",,
100471,6,"0,0011%","0,4686825054","2,133640553","1,3011615292",,
100473,2,"0,0004%","0,9750778816","1,0255591054","1,0003184935",,
100480,1,"0,0002%","1,0191082803","1,0191082803","1,0191082803",,
100485,6,"0,0011%","0,5310344828","1,0126984127","0,7160703919",,
100488,16,"0,0029%","0,5589622642","2,2358490566","1,3974056604",,
100489,1,"0,0002%",1,1,1,,
100492,1,"0,0002%","1,4980694981","1,4980694981","1,4980694981",,
100497,1,"0,0002%","1,7302904564","1,7302904564","1,7302904564",,
100498,7,"0,0013%","0,4728850325","2,1146788991","1,8801369181",,
100499,1,"0,0002%","1,1706484642","1,1706484642","1,1706484642",,
100500,4,"0,0007%","0,6218905473","0,6218905473","0,6218905473",,
100510,2,"0,0004%","0,5263157895","0,5263157895","0,5263157895",,
100512,2,"0,0004%","0,2063037249","0,2063037249","0,2063037249",,
100521,2,"0,0004%","0,477124183","0,477124183","0,477124183",,
100528,1,"0,0002%","2,3689320388","2,3689320388","2,3689320388",,
100529,5,"0,0009%","0,6068796069","2,3014354067","1,9625242467",,
100534,1,"0,0002%","0,2774086379","0,2774086379","0,2774086379",,
100536,4,"0,0007%","0,5539906103","2,2159624413","1,8004694836",,
100540,1,"0,0002%","0,4814004376","0,4814004376","0,4814004376",,
100548,4,"0,0007%","0,5170068027","0,8596491228","0,6599534551",,
100551,1,"0,0002%","1,3104693141","1,3104693141","1,3104693141",,
100555,3,"0,0005%","0,4857142857","0,4857142857","0,4857142857",,
100561,2,"0,0004%","0,5124153499","0,5124153499","0,5124153499",,
100566,1,"0,0002%","0,4900662252","0,4900662252","0,4900662252",,
100570,1,"0,0002%","0,5078651685","0,5078651685","0,5078651685",,
100572,1,"0,0002%","2,4166666667","2,4166666667","2,4166666667",,
100576,3,"0,0005%","0,4988864143","0,4988864143","0,4988864143",,
100580,3,"0,0005%","0,4553191489","2,1962616822","1,0356333267",,
100584,5,"0,0009%","0,6414141414","1,5590551181","1,1688240674",,
100590,1,"0,0002%","2,280952381","2,280952381","2,280952381",,
100595,1,"0,0002%","1,1559322034","1,1559322034","1,1559322034",,
100596,4,"0,0007%","0,6163366337","0,6163366337","0,6163366337",,
100600,1,"0,0002%","0,3976143141","0,3976143141","0,3976143141",,
100602,5,"0,0009%","0,4259259259","2,347826087","1,9634460548",,
100614,1,"0,0002%","1,662601626","1,662601626","1,662601626",,
100620,10,"0,0018%","0,5441860465","2,176744186","1,5761369509",,
100624,3,"0,0005%","0,918429003","1,0888157895","0,9752245985",,
100636,1,"0,0002%","1,3021582734","1,3021582734","1,3021582734",,
100640,4,"0,0007%","0,7351351351","1,3602941176","0,9948032591",,
100647,4,"0,0007%","0,2511848341","2,2606635071","1,7582938389",,
100650,2,"0,0004%","0,7513661202","0,9242424242","0,8378042722",,
100651,2,"0,0004%","0,6259351621","1,5976095618","1,1117723619",,
100656,8,"0,0015%","0,4635193133","2,1574074074","1,1271645505",,
100672,3,"0,0005%","0,4297520661","2,3269230769","1,1897250477",,
100674,1,"0,0002%","1,0751633987","1,0751633987","1,0751633987",,
100688,10,"0,0018%","0,534562212","2,1382488479","1,33640553",,
100694,3,"0,0005%","0,635678392","0,635678392","0,635678392",,
100700,11,"0,0020%","0,358490566","2,2405660377","1,8558499594",,
100710,3,"0,0005%","0,7238605898","1,3814814815","1,1622745176",,
100716,13,"0,0024%","0,4718614719","2,119266055","1,3678416385",,
100724,2,"0,0004%","0,283557047","1,1342281879","0,7088926174",,
100725,3,"0,0005%","0,5576470588","0,5576470588","0,5576470588",,
100729,1,"0,0002%","0,6866840731","0,6866840731","0,6866840731",,
100734,2,"0,0004%","1,0550161812","2,3737864078","1,7144012945",,
100737,5,"0,0009%","0,3545966229","1,3516483516","0,6310551237",,
100738,13,"0,0024%","1,734439834","2,3062200957","2,2622369986",,
100740,10,"0,0018%","0,4760869565","2,100456621","0,8035090332",,
100746,1,"0,0002%","0,6761658031","0,6761658031","0,6761658031",,
100748,1,"0,0002%","0,3144876325","0,3144876325","0,3144876325",,
100750,4,"0,0007%","0,6203473945","1,0483870968","0,9413771712",,
100751,2,"0,0004%","1,5019305019","1,5019305019","1,5019305019",,
100760,3,"0,0005%","0,5204545455","1,9213973799","0,9874354903",,
100764,6,"0,0011%","0,9598765432","1,0418006431","1,0281466264",,
100776,9,"0,0016%","0,4846491228","2,4215686275","0,9429372514",,
100786,1,"0,0002%","1,0287539936","1,0287539936","1,0287539936",,
100788,3,"0,0005%","0,4889867841","0,4889867841","0,4889867841",,
100792,2,"0,0004%","0,851744186","1,1740614334","1,0129028097",,
100794,4,"0,0007%","0,9781931464","2,2009345794","1,2838785047",,
100796,3,"0,0005%","0,5067264574","0,5067264574","0,5067264574",,
100800,10,"0,0018%","0,5714285714","2,2857142857","1,1173938492",,
100804,3,"0,0005%","0,2476489028","0,9905956113","0,7429467085",,
100806,1,"0,0002%","1,0031545741","1,0031545741","1,0031545741",,
100809,3,"0,0005%","2,3526570048","2,3526570048","2,3526570048",,
100812,1,"0,0002%","0,7284946237","0,7284946237","0,7284946237",,
100814,2,"0,0004%","0,7018469657","0,7018469657","0,7018469657",,
100815,1,"0,0002%","0,3771760155","0,3771760155","0,3771760155",,
100828,2,"0,0004%","1,3140794224","1,3140794224","1,3140794224",,
100832,1,"0,0002%","1,3430656934","1,3430656934","1,3430656934",,
100838,1,"0,0002%","1,562992126","1,562992126","1,562992126",,
100842,1,"0,0002%","1,1666666667","1,1666666667","1,1666666667",,
100845,2,"0,0004%","0,6148148148","0,6148148148","0,6148148148",,
100848,1,"0,0002%","1,446969697","1,446969697","1,446969697",,
100854,2,"0,0004%","0,5429234339","0,5429234339","0,5429234339",,
100858,10,"0,0018%","2,2654028436","2,2654028436","2,2654028436",,
100860,3,"0,0005%","0,4166666667","1,6666666667","0,8333333333",,
100861,1,"0,0002%","0,8280802292","0,8280802292","0,8280802292",,
100864,3,"0,0005%","0,384765625","1,5390625","0,76953125",,
100870,2,"0,0004%","0,6805194805","0,6805194805","0,6805194805",,
100872,6,"0,0011%","0,4625267666","2,162037037","1,5955336136",,
100880,4,"0,0007%","0,6701030928","2,3317307692","1,9163238501",,
100889,1,"0,0002%","0,5381062356","0,5381062356","0,5381062356",,
100890,2,"0,0004%","0,2898305085","1,1593220339","0,7245762712",,
100902,3,"0,0005%","0,6243781095","0,6243781095","0,6243781095",,
100905,6,"0,0011%","0,4666666667","2,1428571429","1,8634920635",,
100912,6,"0,0011%","0,5613207547","2,2452830189","1,3260068178",,
100920,5,"0,0009%","0,2083333333","1,875","0,7366666667",,
100928,1,"0,0002%","0,9156626506","0,9156626506","0,9156626506",,
100934,1,"0,0002%","0,4708423326","0,4708423326","0,4708423326",,
100936,1,"0,0002%","0,6093366093","0,6093366093","0,6093366093",,
100940,1,"0,0002%","2,3786407767","2,3786407767","2,3786407767",,
100944,1,"0,0002%","0,2054208274","0,2054208274","0,2054208274",,
100947,7,"0,0013%","0,528604119","2,3110047847","1,3075588463",,
100955,2,"0,0004%","0,9214501511","1,0852459016","1,0033480263",,
100956,1,"0,0002%","0,3500931099","0,3500931099","0,3500931099",,
100959,1,"0,0002%","2,1050228311","2,1050228311","2,1050228311",,
100962,16,"0,0029%","2,2253521127","2,2253521127","2,2253521127",,
100965,1,"0,0002%","1,4377358491","1,4377358491","1,4377358491",,
100977,1,"0,0002%","1,1924398625","1,1924398625","1,1924398625",,
100980,11,"0,0020%","0,3882352941","2,4264705882","0,8138884388",,
100997,3,"0,0005%","0,4835886214","2,0678733032","1,0116835154",,
100998,2,"0,0004%","0,3243727599","1,2974910394","0,8109318996",,
101000,5,"0,0009%","0,396039604","0,6188118812","0,5742574257",,
101003,2,"0,0004%","1,0716612378","1,0716612378","1,0716612378",,
101004,2,"0,0004%","0,5146726862","0,5146726862","0,5146726862",,
101008,2,"0,0004%","2,2056074766","2,2056074766","2,2056074766",,
101010,7,"0,0013%","0,4879120879","2,2904761905","1,6633600634",,
101015,1,"0,0002%","0,5101123596","0,5101123596","0,5101123596",,
101016,8,"0,0015%","0,335154827","2,3574879227","0,9324129346",,
101019,1,"0,0002%","0,4922737307","0,4922737307","0,4922737307",,
101024,4,"0,0007%","0,3066202091","1,0649350649","0,812957812",,
101050,1,"0,0002%","0,4574468085","0,4574468085","0,4574468085",,
101052,1,"0,0002%","0,6284289277","0,6284289277","0,6284289277",,
101060,2,"0,0004%","1,0516129032","1,0516129032","1,0516129032",,
101069,3,"0,0005%","2,2701421801","2,2701421801","2,2701421801",,
101075,2,"0,0004%","1,0450160772","1,0450160772","1,0450160772",,
101080,1,"0,0002%","0,7","0,7","0,7",,
101085,1,"0,0002%","1,1774744027","1,1774744027","1,1774744027",,
101088,20,"0,0036%","0,2407407407","2,3365384615","1,5786285217",,
101092,4,"0,0007%","0,6381909548","1,5669291339","1,1025600443",,
101094,1,"0,0002%","0,4076305221","0,4076305221","0,4076305221",,
101099,2,"0,0004%","1,0319488818","1,0319488818","1,0319488818",,
101104,1,"0,0002%","0,1994382022","0,1994382022","0,1994382022",,
101105,5,"0,0009%","0,7589041096","1,3176895307","0,982418278",,
101108,1,"0,0002%","1,025477707","1,025477707","1,025477707",,
101112,2,"0,0004%","0,6892950392","1,4507575758","1,0700263075",,
101115,7,"0,0013%","0,9813084112","1,019047619","0,9974823574",,
101120,4,"0,0007%","0,253164557","1,0126582278","0,8164952532",,
101122,10,"0,0018%","0,4656652361","2,1474654378","1,3279256739",,
101123,4,"0,0007%","0,9937304075","0,9937304075","0,9937304075",,
101124,2,"0,0004%","2,25","2,25","2,25",,
101132,2,"0,0004%","0,6787564767","0,6787564767","0,6787564767",,
101136,2,"0,0004%","1,1700680272","1,519379845","1,3447239361",,
101146,1,"0,0002%","2,3834951456","2,3834951456","2,3834951456",,
101150,7,"0,0013%","0,56","1,7857142857","0,7351020408",,
101152,4,"0,0007%","0,5321100917","2,128440367","1,2679927238",,
101153,4,"0,0007%","0,6228287841","1,6055776892","0,8685160104",,
101156,3,"0,0005%","0,4318181818","2,3157894737","1,4916267943",,
101175,8,"0,0015%","2,2300469484","2,2300469484","2,2300469484",,
101178,6,"0,0011%","0,474025974","0,5273972603","0,5007116171",,
101184,3,"0,0005%","0,3643263757","0,7311827957","0,5677841029",,
101193,1,"0,0002%","0,7044854881","0,7044854881","0,7044854881",,
101199,1,"0,0002%","0,5550351288","0,5550351288","0,5550351288",,
101200,8,"0,0015%","0,4782608696","0,5227272727","0,5004940711",,
101202,1,"0,0002%","0,2755775578","0,2755775578","0,2755775578",,
101210,3,"0,0005%","0,2077363897","0,8309455587","0,4154727794",,
101218,5,"0,0009%","0,4825327511","1,9301310044","0,7933924796",,
101220,4,"0,0007%","1,7427385892","2,2952380952","2,0189883422",,
101222,13,"0,0024%","2,2102803738","2,2102803738","2,2102803738",,
101223,1,"0,0002%","2,3623188406","2,3623188406","2,3623188406",,
101232,2,"0,0004%","0,4868421053","1,9473684211","1,2171052632",,
101235,1,"0,0002%","0,6423173804","0,6423173804","0,6423173804",,
101242,4,"0,0007%","0,4911894273","0,5089686099","0,5000790186",,
101248,1,"0,0002%","2,0178571429","2,0178571429","2,0178571429",,
101250,8,"0,0015%","0,5","1,3888888889","0,6697530864",,
101255,1,"0,0002%","0,6831168831","0,6831168831","0,6831168831",,
101268,3,"0,0005%","0,3716475096","1,1958762887","0,9211333623",,
101269,3,"0,0005%","0,6624040921","1,5096525097","0,9448202313",,
101270,1,"0,0002%","2,4097560976","2,4097560976","2,4097560976",,
101280,1,"0,0002%","0,252764613","0,252764613","0,252764613",,
101283,2,"0,0004%","0,2496075353","1,358974359","0,8042909471",,
101285,4,"0,0007%","0,5452436195","0,5452436195","0,5452436195",,
101286,1,"0,0002%","0,9244712991","0,9244712991","0,9244712991",,
101296,1,"0,0002%","2,3413461538","2,3413461538","2,3413461538",,
101304,1,"0,0002%","0,6268656716","0,6268656716","0,6268656716",,
101324,2,"0,0004%","1,1883561644","1,1883561644","1,1883561644",,
